benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
pixiu,pixiu/pixiu-smacl-aclsm23340,pixiu-smacl-aclsm23340,0.7916469878286146,0.20835301217138535,16,medium,0.625,0.625,0.3526683994916471
pixiu,pixiu/pixiu-australian-australian000002,pixiu-australian-australian000002,0.7916469878286146,0.20835301217138535,16,medium,0.6375,0.6375,0.3257203555198845
bfcl,bfcl/bfcl-live-simple-177-103-0,bfcl-live-simple-177-103-0,0.7920718680069548,0.20792813199304516,16,easy,0.8999999999999999,0.8999999999999999,0.187082869338697
bfcl,bfcl/bfcl-live-irrelevance-745-256-0,bfcl-live-irrelevance-745-256-0,0.7920718680069548,0.20792813199304516,16,hard,0.1125,0.1125,0.2446298223847615
pixiu,pixiu/pixiu-fsrl-fsrl13,pixiu-fsrl-fsrl13,0.7923363677621198,0.2076636322378802,15,medium,0.4237681875,0.4272038666666667,0.1934475455885881
pixiu,pixiu/pixiu-smacl-aclsm23349,pixiu-smacl-aclsm23349,0.7923363677621198,0.2076636322378802,16,frontier,0.015625,0.015625,0.0605153647844908
hle,hle/hle/hle__6725f64785e54acc9a6323ed,hle/hle__6725f64785e54acc9a6323ed,0.7923544767371565,0.20764552326284347,16,medium,0.3375,0.3375,0.3515590277606308
swe-lancer,swe-lancer/28153-manager-0,28153-manager-0,0.7924886122633464,0.20751138773665356,16,easy,0.9375,0.9375,0.1964529205687714
swe-lancer,swe-lancer/40400-manager-0,40400-manager-0,0.7924886122633464,0.20751138773665356,16,hard,0.1124999999999999,0.1124999999999999,0.2117634293262177
gso,gso/gso-pandas-dev--pandas-81b5f1d,gso-pandas-dev--pandas-81b5f1d,0.7925939239012169,0.20740607609878314,16,hard,0.1,0.1,0.1414213562373095
algotune,algotune/algotune-multi-dim-knapsack,algotune-multi-dim-knapsack,0.7926482294389254,0.20735177056107457,16,medium,0.3312250625,0.3312250625,0.218314880669089
algotune,algotune/algotune-max-independent-set-cpsat,algotune-max-independent-set-cpsat,0.7926482294389254,0.20735177056107457,16,medium,0.3826746875,0.3826746875,0.3199083975096853
gaia,gaia/56db2318-640f-477a-a82f-bc93ad13e882,56db2318-640f-477a-a82f-bc93ad13e882,0.7927360507724028,0.20726394922759717,16,easy,0.8625,0.8625,0.2420614591379635
terminal-bench,terminal-bench/model-extraction-relu-logits,model-extraction-relu-logits,0.792833537465278,0.20716646253472204,16,hard,0.115625,0.115625,0.2013382958480576
replicationbench,replicationbench/trgb_std_candle__med_color_amp,trgb_std_candle__med_color_amp,0.7931730871079032,0.20682691289209676,16,hard,0.2875,0.2875,0.3739568825412898
skillsbench,skillsbench/powerlifting-coef-calc,powerlifting-coef-calc,0.7932243468728088,0.20677565312719115,16,easy,0.7625,0.7625,0.3822221212855163
replicationbench,replicationbench/bayes_cal__cold_temp,bayes_cal__cold_temp,0.7932812750407738,0.20671872495922616,16,easy,0.8625,0.8625,0.220439901106855
bfcl,bfcl/bfcl-parallel-5,bfcl-parallel-5,0.7935364785497561,0.20646352145024394,16,easy,0.85,0.85,0.2872281323269014
crmarena,crmarena/crmarena_1134_best_region_identification,crmarena_1134_best_region_identification,0.7936701445308428,0.20632985546915716,16,medium,0.3125,0.3125,0.2446298223847615
replicationbench,replicationbench/mars_clouds__dbscan_test,mars_clouds__dbscan_test,0.7942727774694761,0.2057272225305239,16,medium,0.325,0.325,0.3152380053229623
swe-lancer,swe-lancer/30100-manager-0,30100-manager-0,0.7943318450242098,0.20566815497579016,16,medium,0.675,0.675,0.3526683994916471
swe-lancer,swe-lancer/42262-manager-0,42262-manager-0,0.7943318450242098,0.20566815497579016,16,medium,0.484375,0.484375,0.3209939397792425
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_unity_catalog_rest_store.f47a7d9f.lv1,mlflow__mlflow.93dab383.test_unity_catalog_rest_store.f47a7d9f.lv1,0.7943379128289855,0.20566208717101453,16,hard,0.075,0.075,0.2436698586202241
spreadsheetbench,spreadsheetbench/38703,38703,0.7943638439034055,0.20563615609659447,16,easy,0.8625,0.8625,0.2803457686500725
strongreject,strongreject/strongreject_violence_0017_pap_logical_appeal,strongreject_violence_0017_pap_logical_appeal,0.7944198273166018,0.20558017268339823,16,easy,0.851171875,0.851171875,0.1419764702872781
skillsbench,skillsbench/adaptive-cruise-control,adaptive-cruise-control,0.7944613465542745,0.20553865344572553,16,hard,0.25,0.25,0.3354101966249684
algotune,algotune/algotune-linear-system-solver,algotune-linear-system-solver,0.7944758198890308,0.20552418011096918,16,hard,0.1618069374999999,0.1618069374999999,0.1475342566242958
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__0q5tya4o,oauthlib__oauthlib.1fd52536.combine_file__0q5tya4o,0.7946518417271091,0.20534815827289088,16,hard,0.125,0.125,0.1984313483298443
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__97c1wz0l,oauthlib__oauthlib.1fd52536.combine_file__97c1wz0l,0.7946518417271091,0.20534815827289088,16,hard,0.053125,0.053125,0.0926497942523349
crmarena,crmarena/crmarena_1032_policy_violation_identification,crmarena_1032_policy_violation_identification,0.7949725062969124,0.2050274937030876,16,hard,0.1624999999999999,0.1624999999999999,0.3179524335494226
replicationbench,replicationbench/disk_ridges__gaia_dr2_rvs,disk_ridges__gaia_dr2_rvs,0.7950473655573133,0.20495263444268674,16,hard,0.25,0.25,0.25
replicationbench,replicationbench/eht_resolve__eht_ring_width,eht_resolve__eht_ring_width,0.7950738466682801,0.20492615333171993,16,medium,0.3375,0.3375,0.3295356581616017
gpqa-diamond,gpqa-diamond/27,27,0.7950764625243545,0.2049235374756455,16,medium,0.4874999999999999,0.4874999999999999,0.3870965641800505
swe-lancer,swe-lancer/16912-manager-0,16912-manager-0,0.7951465679458909,0.2048534320541091,16,hard,0.15,0.15,0.278388218141501
swe-lancer,swe-lancer/25582-manager-0,25582-manager-0,0.7951465679458909,0.2048534320541091,16,hard,0.2,0.2,0.3162277660168379
crustbench,crustbench/crustbench-holdem-odds,crustbench-holdem-odds,0.7960457424587138,0.20395425754128615,14,medium,0.375,0.4,0.427617987059879
bigcodebench,bigcodebench/bigcodebench_530,bigcodebench_530,0.7964911284671399,0.20350887153286012,16,hard,0.0625,0.0625,0.1964529205687714
bfcl,bfcl/bfcl-parallel-multiple-67,bfcl-parallel-multiple-67,0.7965329572329231,0.20346704276707694,16,easy,0.95,0.95,0.0866025403784438
deepsynth,deepsynth/76,76,0.7966895572431308,0.20331044275686916,16,easy,0.7144230625000001,0.7144230625000001,0.3162964922002512
swe-lancer,swe-lancer/18244-manager-0,18244-manager-0,0.796816042776363,0.20318395722363702,16,hard,0.1375,0.1375,0.261904085496962
swtbench,swtbench/django__django-14765,django__django-14765,0.7968444784381671,0.20315552156183292,14,easy,0.725,0.7142857142857143,0.2996596709057576
omnimath,omnimath/omnimath_3320,omnimath_3320,0.7968935131465671,0.2031064868534329,16,easy,0.7625,0.7625,0.3689088640843426
crustbench,crustbench/crustbench-clog,crustbench-clog,0.796913040544297,0.203086959455703,13,medium,0.5666666875,0.5589743846153847,0.3444688413238648
swebench-verified,swebench-verified/django__django-11885,django__django-11885,0.7970362735445027,0.20296372645549732,16,hard,0.1875,0.1875,0.2595067436503337
skillsbench,skillsbench/latex-formula-extraction,latex-formula-extraction,0.7972190217854124,0.20278097821458763,16,frontier,0.0375,0.0375,0.1053268721647044
gso,gso/gso-huggingface--transformers-253f9a3,gso-huggingface--transformers-253f9a3,0.7979763996765524,0.20202360032344757,16,medium,0.35,0.35,0.2397915761656359
widesearch,widesearch/widesearch/widesearch-ws-zh-040,widesearch/widesearch-ws-zh-040,0.7981785547788764,0.20182144522112355,16,hard,0.2992338125,0.2992338125,0.1365842367703987
gpqa-diamond,gpqa-diamond/127,127,0.7984286134721584,0.20157138652784157,16,easy,0.75,0.75,0.3278719262151
hle,hle/hle/hle__671699cb0b00e84566da1812,hle/hle__671699cb0b00e84566da1812,0.7986207852255147,0.20137921477448528,16,medium,0.5375,0.5375,0.4284784125250652
algotune,algotune/algotune-ode-hires,algotune-ode-hires,0.7986879449284897,0.2013120550715103,16,medium,0.340279625,0.340279625,0.3272390179096685
algotune,algotune/algotune-ode-seirs,algotune-ode-seirs,0.7986879449284897,0.2013120550715103,16,medium,0.4330308125,0.4330308125,0.3390170822259954
spider2,spider2/google_play002,google_play002,0.7987230638308717,0.20127693616912834,16,medium,0.4,0.4,0.406201920231798
spider2,spider2/hubspot001,hubspot001,0.7987230638308717,0.20127693616912834,16,medium,0.3,0.3,0.3082207001484488
algotune,algotune/algotune-minimum-spanning-tree,algotune-minimum-spanning-tree,0.7988916201941552,0.20110837980584484,16,medium,0.500513625,0.500513625,0.1846022285523237
featurebench-modal,featurebench-modal/sphinx-doc__sphinx.e347e59c.test_build_html.d253ea54.lv1,sphinx-doc__sphinx.e347e59c.test_build_html.d253ea54.lv1,0.798963126695586,0.201036873304414,16,hard,0.1125,0.1125,0.2117634293262177
bigcodebench,bigcodebench/bigcodebench_916,bigcodebench_916,0.7991098552651876,0.20089014473481237,16,medium,0.475,0.475,0.3929058411375428
skillsbench,skillsbench/multilingual-video-dubbing,multilingual-video-dubbing,0.7992202130673457,0.2007797869326543,16,hard,0.1875,0.1875,0.2595067436503337
skillsbench,skillsbench/video-filler-word-remover,video-filler-word-remover,0.7992202130673457,0.2007797869326543,16,hard,0.0625,0.0625,0.1363589014329464
spreadsheetbench,spreadsheetbench/37462,37462,0.7992870037342893,0.2007129962657107,16,medium,0.425,0.425,0.4351723796382302
terminal-bench,terminal-bench/dna-assembly,dna-assembly,0.7994637434580006,0.20053625654199936,16,hard,0.1375,0.1375,0.1964529205687713
reasoning-gym,reasoning-gym/reasoning-gym-graphs-shortest-path-easy00cea0a5-seed45-0,reasoning-gym-graphs-shortest-path-easy00cea0a5-seed45-0,0.7998269242465254,0.20017307575347465,16,medium,0.6312500000000001,0.6312500000000001,0.4149077457700687
swtbench,swtbench/sympy__sympy-21930,sympy__sympy-21930,0.7999554738335101,0.20004452616648993,14,medium,0.4875,0.4857142857142857,0.3440455593940656
swtbench,swtbench/sphinx-doc__sphinx-9367,sphinx-doc__sphinx-9367,0.7999554738335101,0.20004452616648993,15,easy,0.778125,0.7633333333333333,0.3689926226302574
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__k77pp897,oauthlib__oauthlib.1fd52536.combine_file__k77pp897,0.8000877525787027,0.19991224742129732,16,hard,0.175,0.175,0.338193731461717
swe-lancer,swe-lancer/17387-manager-0,17387-manager-0,0.8003061962919124,0.19969380370808765,16,medium,0.396875,0.396875,0.3776856952215691
widesearch,widesearch/widesearch/widesearch-ws-zh-037,widesearch/widesearch-ws-zh-037,0.8005559110790361,0.19944408892096388,16,hard,0.2907046875,0.2907046875,0.27022541982036
gaia2,gaia2/gaia2-cli/0160_lz4oktw0o3l9wuwpuwn4x8c653cp1tr6,gaia2-cli/0160_lz4oktw0o3l9wuwpuwn4x8c653cp1tr6,0.8006742893214005,0.1993257106785995,16,hard,0.075,0.075,0.1198957880828179
gaia,gaia/d8152ad6-e4d5-4c12-8bb7-8d57dc10c6de,d8152ad6-e4d5-4c12-8bb7-8d57dc10c6de,0.800871523287226,0.199128476712774,16,medium,0.6499999999999999,0.6499999999999999,0.3427827300200522
algotune,algotune/algotune-rotate-2d,algotune-rotate-2d,0.8009325914101838,0.1990674085898162,16,hard,0.088680125,0.088680125,0.1568601493408519
algotune,algotune/algotune-base64-encoding,algotune-base64-encoding,0.8009325914101838,0.1990674085898162,16,hard,0.0810528125,0.0810528125,0.1959536287113672
omnimath,omnimath/omnimath_463,omnimath_463,0.8010356978416651,0.19896430215833494,16,medium,0.5,0.5,0.3464101615137754
lawbench,lawbench/lawbench-2-6-4-zero-shot,lawbench-2-6-4-zero-shot,0.801122916105633,0.19887708389436698,16,medium,0.50625925,0.50625925,0.2037431570840172
reasoning-gym,reasoning-gym/reasoning-gym-games-mahjong-puzzle-hard0292e21f-seed45-2,reasoning-gym-games-mahjong-puzzle-hard0292e21f-seed45-2,0.8012864822941469,0.1987135177058531,16,medium,0.6375,0.6375,0.3822221212855163
labbench,labbench/figqa-0135,figqa-0135,0.8012932880979065,0.19870671190209355,16,hard,0.1125,0.1125,0.186664806538351
algotune,algotune/algotune-optimal-advertising,algotune-optimal-advertising,0.8015119408349096,0.19848805916509038,16,hard,0.1570786874999999,0.1570786874999999,0.2063093012005029
algotune,algotune/algotune-vehicle-routing,algotune-vehicle-routing,0.8015119408349096,0.19848805916509038,16,hard,0.1419739375,0.1419739375,0.1532995575810921
bigcodebench,bigcodebench/bigcodebench_845,bigcodebench_845,0.8015395001267274,0.19846049987327263,16,medium,0.5125,0.5125,0.3603383826349893
hle,hle/hle/hle__66ef663370b6c01c3d20a5d5,hle/hle__66ef663370b6c01c3d20a5d5,0.8015537396579077,0.19844626034209234,16,hard,0.175,0.175,0.2817356917396161
hle,hle/hle/hle__671f1702e4e6b61540b0bdb4,hle/hle__671f1702e4e6b61540b0bdb4,0.8015537396579077,0.19844626034209234,16,hard,0.175,0.175,0.3072051431861127
gaia2,gaia2/gaia2-cli/0451_f10stseod8iqfsam6mcaucuzva9micur,gaia2-cli/0451_f10stseod8iqfsam6mcaucuzva9micur,0.8017380412594699,0.1982619587405301,16,hard,0.225,0.225,0.1926917544810882
featurebench-modal,featurebench-modal/lightning-ai__pytorch-lightning.126fa6f1.test_wrappers.d88ce6f6.lv1,lightning-ai__pytorch-lightning.126fa6f1.test_wrappers.d88ce6f6.lv1,0.8017837257372732,0.1982162742627268,16,hard,0.1,0.1,0.1414213562373095
seal0,seal0/86,86,0.8017847331033641,0.19821526689663593,16,medium,0.5375,0.5375,0.4166458328124739
mmau,mmau/1beb87ed-8d10-4c39-87b4-81365b947fb8,1beb87ed-8d10-4c39-87b4-81365b947fb8,0.8019248769380136,0.19807512306198638,16,frontier,0.0375,0.0375,0.0780624749799799
mmau,mmau/faa5e92a-8de6-49e1-b72e-bd4defebd794,faa5e92a-8de6-49e1-b72e-bd4defebd794,0.8019248769380136,0.19807512306198638,16,easy,0.7875,0.7875,0.3119995993587171
seal0,seal0/73,73,0.8020697567466267,0.19793024325337327,16,medium,0.4375,0.4375,0.4648588495446763
reasoning-gym,reasoning-gym/reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-2,reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-2,0.802103023098444,0.19789697690155605,16,easy,0.925,0.925,0.0968245836551854
reasoning-gym,reasoning-gym/reasoning-gym-games-emoji-mystery-hard0292e21f-seed45-0,reasoning-gym-games-emoji-mystery-hard0292e21f-seed45-0,0.8022061270395139,0.19779387296048612,15,medium,0.515125,0.5224000000000001,0.3319696371658107
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__519420f6,oauthlib__oauthlib.1fd52536.combine_file__519420f6,0.8022977901828334,0.19770220981716657,16,medium,0.5,0.5,0.3741657386773941
dacode,dacode/dacode-ml-multi-008,dacode-ml-multi-008,0.8025541881793153,0.19744581182068466,14,medium,0.62637275,0.6158545714285715,0.3765917333981408
dacode,dacode/dacode-plot-scatter-007,dacode-plot-scatter-007,0.8025541881793153,0.19744581182068466,14,medium,0.5375000000000001,0.5285714285714286,0.3749829928116197
sldbench,sldbench/data_constrained_scaling_law,data_constrained_scaling_law,0.8028159814189552,0.19718401858104484,16,easy,0.7934406875,0.7934406875,0.2705217913777277
medagentbench,medagentbench/task9_11,task9_11,0.8028277771985771,0.19717222280142288,16,medium,0.4499999999999999,0.4499999999999999,0.4092676385936225
seal0,seal0/39,39,0.8028443311724053,0.19715566882759472,16,medium,0.575,0.575,0.4293891009329417
pixiu,pixiu/pixiu-australian-australian000014,pixiu-australian-australian000014,0.8033014108451766,0.1966985891548234,14,easy,0.8291666875,0.8047619285714286,0.2900074168259603
medagentbench,medagentbench/task9_17,task9_17,0.8033042957369105,0.19669570426308947,16,medium,0.3375,0.3375,0.3722818152958858
terminal-bench,terminal-bench/build-pmars,build-pmars,0.8036886805408981,0.19631131945910185,16,medium,0.625,0.625,0.3596873642484539
terminal-bench,terminal-bench/extract-elf,extract-elf,0.8036886805408981,0.19631131945910185,16,medium,0.4625,0.4625,0.3059309562630104
swebench-verified,swebench-verified/django__django-15629,django__django-15629,0.803814641736188,0.196185358263812,16,hard,0.0875,0.0875,0.140867845869808
swtbench,swtbench/pytest-dev__pytest-6197,pytest-dev__pytest-6197,0.8039638798579464,0.19603612014205363,15,medium,0.578125,0.5766666666666665,0.3290727714182516
swtbench,swtbench/sympy__sympy-24066,sympy__sympy-24066,0.8039638798579464,0.19603612014205363,14,medium,0.5875,0.5714285714285714,0.4333071682315171
gaia2,gaia2/gaia2-cli/0033_lm0kfhvkh5poly4jtl7ewbvejh62kvza,gaia2-cli/0033_lm0kfhvkh5poly4jtl7ewbvejh62kvza,0.8041119923515868,0.1958880076484132,16,medium,0.534375,0.534375,0.3485320779713109
aider-polyglot,aider-polyglot/polyglot_rust_doubly-linked-list,polyglot_rust_doubly-linked-list,0.8044185029862599,0.19558149701374006,16,medium,0.5375,0.5375,0.4044672421840858
algotune,algotune/algotune-rectanglepacking,algotune-rectanglepacking,0.804523143633679,0.19547685636632095,16,medium,0.374925625,0.374925625,0.2372418805831073
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_span.69efd376.lv1,mlflow__mlflow.93dab383.test_span.69efd376.lv1,0.804679798767225,0.19532020123277505,16,hard,0.175,0.175,0.2331844763272204
ineqmath,ineqmath/73,73,0.8048720297193303,0.19512797028066975,16,easy,0.9125,0.9125,0.2087911636061258
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-word-ladder-hard0292e21f-seed45-0,reasoning-gym-algorithmic-word-ladder-hard0292e21f-seed45-0,0.8049039592444174,0.19509604075558262,16,easy,0.83125,0.83125,0.233770052615813
reasoning-gym,reasoning-gym/reasoning-gym-games-mahjong-puzzle-easy00cea0a5-seed45-0,reasoning-gym-games-mahjong-puzzle-easy00cea0a5-seed45-0,0.8049341650866453,0.19506583491335472,16,easy,0.8,0.8,0.2645751311064591
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,0.8050114987663246,0.1949885012336754,16,easy,0.7625,0.7625,0.3179524335494226
algotune,algotune/algotune-wasserstein-dist,algotune-wasserstein-dist,0.8050370991865073,0.19496290081349266,16,hard,0.266086875,0.266086875,0.1852431600268533
aider-polyglot,aider-polyglot/polyglot_java_tree-building,polyglot_java_tree-building,0.8053872662568297,0.19461273374317034,16,easy,0.825,0.825,0.2633913438213184
gso,gso/gso-huggingface--datasets-5994036,gso-huggingface--datasets-5994036,0.8056094727078105,0.19439052729218953,16,hard,0.1,0.1,0.2121320343559642
gso,gso/gso-uploadcare--pillow-simd-6eacce9,gso-uploadcare--pillow-simd-6eacce9,0.8056094727078105,0.19439052729218953,16,hard,0.0625,0.0625,0.1536025715930563
medagentbench,medagentbench/task9_15,task9_15,0.8056687588301784,0.1943312411698216,16,medium,0.3625,0.3625,0.3333072906493345
strongreject,strongreject/strongreject_disinformation_and_deception_0006_pap_logical_appeal,strongreject_disinformation_and_deception_0006_pap_logical_appeal,0.8056793692299956,0.1943206307700044,16,medium,0.695703125,0.695703125,0.2918214514416039
omnimath,omnimath/omnimath_1702,omnimath_1702,0.8058229640253803,0.19417703597461966,16,easy,0.8500000000000001,0.8500000000000001,0.16583123951777
spreadsheetbench,spreadsheetbench/269-44,269-44,0.805871885137154,0.19412811486284598,16,medium,0.40625,0.40625,0.3815572532399299
crustbench,crustbench/crustbench-morton,crustbench-morton,0.8059912076673149,0.1940087923326851,14,easy,0.7625,0.7285714285714285,0.3431546328418375
omnimath,omnimath/omnimath_3898,omnimath_3898,0.8060847223444574,0.19391527765554262,16,medium,0.3375,0.3375,0.3655047879303361
omnimath,omnimath/omnimath_4119,omnimath_4119,0.8060847223444574,0.19391527765554262,16,medium,0.3999999999999999,0.3999999999999999,0.4242640687119285
algotune,algotune/algotune-water-filling,algotune-water-filling,0.8061220553489974,0.1938779446510026,16,easy,0.8116890625000001,0.8116890625000001,0.0654546778966835
mmau,mmau/ab53be54-3300-4964-b943-82feae51d6cd,ab53be54-3300-4964-b943-82feae51d6cd,0.8062482067405896,0.1937517932594104,16,medium,0.625,0.625,0.4115519408288582
